,Type,Latitude,Longitude,Message,Size,Time,Detail
69,Roadwork,1.2754503114840607,103.79410205037705,(20/3)9:57 Roadworks on Pasir Panjang Road (towards Tuas) after Jalan Pelepah. Avoid right lane.,1,9:57, Roadworks on Pasir Panjang Road (towards Tuas) after Jalan Pelepah. Avoid right lane.
70,Roadwork,1.4258606220752512,103.78866459797638,(20/3)9:57 Roadworks on SLE (towards CTE) at Woodlands Ave 2 Entrance.,1,9:57, Roadworks on SLE (towards CTE) at Woodlands Ave 2 Entrance.
71,Roadwork,1.308094625535867,103.90825878107583,(20/3)9:57 Roadworks on East Coast Road (towards Changi) after Joo Chiat Road. Avoid left lane.,1,9:57, Roadworks on East Coast Road (towards Changi) after Joo Chiat Road. Avoid left lane.
72,Roadwork,1.292819586765793,103.76626998361951,(20/3)9:57 Roadworks on West Coast Highway (towards Tuas) at W Coast Hwy Flyover. Avoid right lane.,1,9:57, Roadworks on West Coast Highway (towards Tuas) at W Coast Hwy Flyover. Avoid right lane.
73,Roadwork,1.2722627644518205,103.8046623935465,(20/3)9:56 Roadworks on Telok Blangah Road (towards Tuas) after Henderson Road. Avoid left lane.,1,9:56, Roadworks on Telok Blangah Road (towards Tuas) after Henderson Road. Avoid left lane.
74,Roadwork,1.2928085599559376,103.7661718631379,(20/3)9:56 Roadworks on West Coast Highway (towards Tuas) after Clementi Road. Avoid left lane.,1,9:56, Roadworks on West Coast Highway (towards Tuas) after Clementi Road. Avoid left lane.
75,Roadwork,1.2996498187250665,103.7630809602754,(20/3)9:56 Roadworks on West Coast Highway (towards Tuas) after Clementi Road. Avoid right lane.,1,9:56, Roadworks on West Coast Highway (towards Tuas) after Clementi Road. Avoid right lane.
76,Roadwork,1.305991744038367,103.75961950292032,(20/3)9:55 Roadworks on West Coast Highway (towards Tuas) after Pandan Crescent. Avoid right lane.,1,9:55, Roadworks on West Coast Highway (towards Tuas) after Pandan Crescent. Avoid right lane.
77,Roadwork,1.31519502052614,103.84096703127264,(20/3)9:55 Roadworks on Newton Road (towards Evelyn Road) after Newton Circus.,1,9:55, Roadworks on Newton Road (towards Evelyn Road) after Newton Circus.
78,Roadwork,1.3529538455496015,103.8760485244292,(20/3)9:55 Roadworks on Boundary Road (towards Yio Chu Kang Link) after Upper Serangoon Road. Avoid right lane.,1,9:55, Roadworks on Boundary Road (towards Yio Chu Kang Link) after Upper Serangoon Road. Avoid right lane.
