VehicleType,DayType,StartTime,EndTime,ZoneID,ChargeAmount,EffectiveDate,ErpGantryNo,ErpGantryLocation,latitude,longitude
Passenger Cars/Light Goods Vehicles/Taxis,Weekdays,07:00,08:00,AY1,0.0,2024-01-02,36,AYE to City before Alexandra Road,1.2867917,103.796721
Passenger Cars/Light Goods Vehicles/Taxis,Weekdays,08:00,08:05,AY1,0.5,2024-01-02,36,AYE to City before Alexandra Road,1.2867917,103.796721
Passenger Cars/Light Goods Vehicles/Taxis,Weekdays,08:05,08:30,AY1,1.0,2024-01-02,36,AYE to City before Alexandra Road,1.2867917,103.796721
Passenger Cars/Light Goods Vehicles/Taxis,Weekdays,08:30,08:35,AY1,1.5,2024-01-02,36,AYE to City before Alexandra Road,1.2867917,103.796721
Passenger Cars/Light Goods Vehicles/Taxis,Weekdays,08:35,08:55,AY1,2.0,2024-01-02,36,AYE to City before Alexandra Road,1.2867917,103.796721
Passenger Cars/Light Goods Vehicles/Taxis,Weekdays,08:55,09:00,AY1,1.5,2024-01-02,36,AYE to City before Alexandra Road,1.2867917,103.796721
Passenger Cars/Light Goods Vehicles/Taxis,Weekdays,09:00,09:25,AY1,1.0,2024-01-02,36,AYE to City before Alexandra Road,1.2867917,103.796721
Passenger Cars/Light Goods Vehicles/Taxis,Weekdays,09:25,09:30,AY1,0.5,2024-01-02,36,AYE to City before Alexandra Road,1.2867917,103.796721
Passenger Cars/Light Goods Vehicles/Taxis,Weekdays,09:30,22:30,AY1,0.0,2024-01-02,36,AYE to City before Alexandra Road,1.2867917,103.796721
Light Goods Vehicles,Weekdays,07:00,08:00,AY1,0.0,2024-01-02,36,AYE to City before Alexandra Road,1.2867917,103.796721
Light Goods Vehicles,Weekdays,08:00,08:05,AY1,0.5,2024-01-02,36,AYE to City before Alexandra Road,1.2867917,103.796721
Light Goods Vehicles,Weekdays,08:05,08:30,AY1,1.0,2024-01-02,36,AYE to City before Alexandra Road,1.2867917,103.796721
Light Goods Vehicles,Weekdays,08:30,08:35,AY1,1.5,2024-01-02,36,AYE to City before Alexandra Road,1.2867917,103.796721
Light Goods Vehicles,Weekdays,08:35,08:55,AY1,2.0,2024-01-02,36,AYE to City before Alexandra Road,1.2867917,103.796721
Light Goods Vehicles,Weekdays,08:55,09:00,AY1,1.5,2024-01-02,36,AYE to City before Alexandra Road,1.2867917,103.796721
Light Goods Vehicles,Weekdays,09:00,09:25,AY1,1.0,2024-01-02,36,AYE to City before Alexandra Road,1.2867917,103.796721
Light Goods Vehicles,Weekdays,09:25,09:30,AY1,0.5,2024-01-02,36,AYE to City before Alexandra Road,1.2867917,103.796721
Light Goods Vehicles,Weekdays,09:30,22:30,AY1,0.0,2024-01-02,36,AYE to City before Alexandra Road,1.2867917,103.796721
Taxis,Weekdays,07:00,08:00,AY1,0.0,2024-01-02,36,AYE to City before Alexandra Road,1.2867917,103.796721
Taxis,Weekdays,08:00,08:05,AY1,0.5,2024-01-02,36,AYE to City before Alexandra Road,1.2867917,103.796721
Taxis,Weekdays,08:05,08:30,AY1,1.0,2024-01-02,36,AYE to City before Alexandra Road,1.2867917,103.796721
Taxis,Weekdays,08:30,08:35,AY1,1.5,2024-01-02,36,AYE to City before Alexandra Road,1.2867917,103.796721
Taxis,Weekdays,08:35,08:55,AY1,2.0,2024-01-02,36,AYE to City before Alexandra Road,1.2867917,103.796721
Taxis,Weekdays,08:55,09:00,AY1,1.5,2024-01-02,36,AYE to City before Alexandra Road,1.2867917,103.796721
Taxis,Weekdays,09:00,09:25,AY1,1.0,2024-01-02,36,AYE to City before Alexandra Road,1.2867917,103.796721
Taxis,Weekdays,09:25,09:30,AY1,0.5,2024-01-02,36,AYE to City before Alexandra Road,1.2867917,103.796721
Taxis,Weekdays,09:30,22:30,AY1,0.0,2024-01-02,36,AYE to City before Alexandra Road,1.2867917,103.796721
Motorcycles,Weekdays,07:00,08:00,AY1,0.0,2024-01-02,36,AYE to City before Alexandra Road,1.2867917,103.796721
Motorcycles,Weekdays,08:00,08:05,AY1,0.25,2024-01-02,36,AYE to City before Alexandra Road,1.2867917,103.796721
Motorcycles,Weekdays,08:05,08:30,AY1,0.5,2024-01-02,36,AYE to City before Alexandra Road,1.2867917,103.796721
Motorcycles,Weekdays,08:30,08:35,AY1,0.75,2024-01-02,36,AYE to City before Alexandra Road,1.2867917,103.796721
Motorcycles,Weekdays,08:35,08:55,AY1,1.0,2024-01-02,36,AYE to City before Alexandra Road,1.2867917,103.796721
Motorcycles,Weekdays,08:55,09:00,AY1,0.75,2024-01-02,36,AYE to City before Alexandra Road,1.2867917,103.796721
Motorcycles,Weekdays,09:00,09:25,AY1,0.5,2024-01-02,36,AYE to City before Alexandra Road,1.2867917,103.796721
Motorcycles,Weekdays,09:25,09:30,AY1,0.25,2024-01-02,36,AYE to City before Alexandra Road,1.2867917,103.796721
Motorcycles,Weekdays,09:30,22:30,AY1,0.0,2024-01-02,36,AYE to City before Alexandra Road,1.2867917,103.796721
Heavy Goods Vehicles/Small Buses,Weekdays,07:00,08:00,AY1,0.0,2024-01-02,36,AYE to City before Alexandra Road,1.2867917,103.796721
Heavy Goods Vehicles/Small Buses,Weekdays,08:00,08:05,AY1,0.75,2024-01-02,36,AYE to City before Alexandra Road,1.2867917,103.796721
Heavy Goods Vehicles/Small Buses,Weekdays,08:05,08:30,AY1,1.5,2024-01-02,36,AYE to City before Alexandra Road,1.2867917,103.796721
Heavy Goods Vehicles/Small Buses,Weekdays,08:30,08:35,AY1,2.25,2024-01-02,36,AYE to City before Alexandra Road,1.2867917,103.796721
Heavy Goods Vehicles/Small Buses,Weekdays,08:35,08:55,AY1,3.0,2024-01-02,36,AYE to City before Alexandra Road,1.2867917,103.796721
Heavy Goods Vehicles/Small Buses,Weekdays,08:55,09:00,AY1,2.25,2024-01-02,36,AYE to City before Alexandra Road,1.2867917,103.796721
Heavy Goods Vehicles/Small Buses,Weekdays,09:00,09:25,AY1,1.5,2024-01-02,36,AYE to City before Alexandra Road,1.2867917,103.796721
Heavy Goods Vehicles/Small Buses,Weekdays,09:25,09:30,AY1,0.75,2024-01-02,36,AYE to City before Alexandra Road,1.2867917,103.796721
Heavy Goods Vehicles/Small Buses,Weekdays,09:30,22:30,AY1,0.0,2024-01-02,36,AYE to City before Alexandra Road,1.2867917,103.796721
Very Heavy Goods Vehicles/Big Buses,Weekdays,07:00,08:00,AY1,0.0,2024-01-02,36,AYE to City before Alexandra Road,1.2867917,103.796721
Very Heavy Goods Vehicles/Big Buses,Weekdays,08:00,08:05,AY1,1.0,2024-01-02,36,AYE to City before Alexandra Road,1.2867917,103.796721
Very Heavy Goods Vehicles/Big Buses,Weekdays,08:05,08:30,AY1,2.0,2024-01-02,36,AYE to City before Alexandra Road,1.2867917,103.796721
Very Heavy Goods Vehicles/Big Buses,Weekdays,08:30,08:35,AY1,3.0,2024-01-02,36,AYE to City before Alexandra Road,1.2867917,103.796721
Very Heavy Goods Vehicles/Big Buses,Weekdays,08:35,08:55,AY1,4.0,2024-01-02,36,AYE to City before Alexandra Road,1.2867917,103.796721
Very Heavy Goods Vehicles/Big Buses,Weekdays,08:55,09:00,AY1,3.0,2024-01-02,36,AYE to City before Alexandra Road,1.2867917,103.796721
Very Heavy Goods Vehicles/Big Buses,Weekdays,09:00,09:25,AY1,2.0,2024-01-02,36,AYE to City before Alexandra Road,1.2867917,103.796721
Very Heavy Goods Vehicles/Big Buses,Weekdays,09:25,09:30,AY1,1.0,2024-01-02,36,AYE to City before Alexandra Road,1.2867917,103.796721
Very Heavy Goods Vehicles/Big Buses,Weekdays,09:30,22:30,AY1,0.0,2024-01-02,36,AYE to City before Alexandra Road,1.2867917,103.796721
Passenger Cars/Light Goods Vehicles/Taxis,Weekdays,07:00,07:30,AYC,0.0,2024-01-02,52,Clementi Avenue 6 into AYE (City),1.3151108,103.7608575
Passenger Cars/Light Goods Vehicles/Taxis,Weekdays,07:00,07:30,AYC,0.0,2024-01-02,53,Clementi Avenue 2 into AYE (City),1.3088763,103.766437
Passenger Cars/Light Goods Vehicles/Taxis,Weekdays,07:00,07:30,AYC,0.0,2024-01-02,74,AYE to City Before Clementi Avenue 6,1.3162832,103.7587987
Passenger Cars/Light Goods Vehicles/Taxis,Weekdays,07:30,07:35,AYC,1.0,2024-01-02,52,Clementi Avenue 6 into AYE (City),1.3151108,103.7608575
Passenger Cars/Light Goods Vehicles/Taxis,Weekdays,07:30,07:35,AYC,1.0,2024-01-02,53,Clementi Avenue 2 into AYE (City),1.3088763,103.766437
Passenger Cars/Light Goods Vehicles/Taxis,Weekdays,07:30,07:35,AYC,1.0,2024-01-02,74,AYE to City Before Clementi Avenue 6,1.3162832,103.7587987
Passenger Cars/Light Goods Vehicles/Taxis,Weekdays,07:35,08:30,AYC,2.0,2024-01-02,52,Clementi Avenue 6 into AYE (City),1.3151108,103.7608575
Passenger Cars/Light Goods Vehicles/Taxis,Weekdays,07:35,08:30,AYC,2.0,2024-01-02,53,Clementi Avenue 2 into AYE (City),1.3088763,103.766437
Passenger Cars/Light Goods Vehicles/Taxis,Weekdays,07:35,08:30,AYC,2.0,2024-01-02,74,AYE to City Before Clementi Avenue 6,1.3162832,103.7587987
Passenger Cars/Light Goods Vehicles/Taxis,Weekdays,08:30,08:35,AYC,2.5,2024-01-02,52,Clementi Avenue 6 into AYE (City),1.3151108,103.7608575
Passenger Cars/Light Goods Vehicles/Taxis,Weekdays,08:30,08:35,AYC,2.5,2024-01-02,53,Clementi Avenue 2 into AYE (City),1.3088763,103.766437
Passenger Cars/Light Goods Vehicles/Taxis,Weekdays,08:30,08:35,AYC,2.5,2024-01-02,74,AYE to City Before Clementi Avenue 6,1.3162832,103.7587987
Passenger Cars/Light Goods Vehicles/Taxis,Weekdays,08:35,08:55,AYC,3.0,2024-01-02,52,Clementi Avenue 6 into AYE (City),1.3151108,103.7608575
Passenger Cars/Light Goods Vehicles/Taxis,Weekdays,08:35,08:55,AYC,3.0,2024-01-02,53,Clementi Avenue 2 into AYE (City),1.3088763,103.766437
Passenger Cars/Light Goods Vehicles/Taxis,Weekdays,08:35,08:55,AYC,3.0,2024-01-02,74,AYE to City Before Clementi Avenue 6,1.3162832,103.7587987
Passenger Cars/Light Goods Vehicles/Taxis,Weekdays,08:55,09:00,AYC,2.5,2024-01-02,52,Clementi Avenue 6 into AYE (City),1.3151108,103.7608575
Passenger Cars/Light Goods Vehicles/Taxis,Weekdays,08:55,09:00,AYC,2.5,2024-01-02,53,Clementi Avenue 2 into AYE (City),1.3088763,103.766437
Passenger Cars/Light Goods Vehicles/Taxis,Weekdays,08:55,09:00,AYC,2.5,2024-01-02,74,AYE to City Before Clementi Avenue 6,1.3162832,103.7587987
Passenger Cars/Light Goods Vehicles/Taxis,Weekdays,09:00,09:25,AYC,2.0,2024-01-02,52,Clementi Avenue 6 into AYE (City),1.3151108,103.7608575
Passenger Cars/Light Goods Vehicles/Taxis,Weekdays,09:00,09:25,AYC,2.0,2024-01-02,53,Clementi Avenue 2 into AYE (City),1.3088763,103.766437
Passenger Cars/Light Goods Vehicles/Taxis,Weekdays,09:00,09:25,AYC,2.0,2024-01-02,74,AYE to City Before Clementi Avenue 6,1.3162832,103.7587987
Passenger Cars/Light Goods Vehicles/Taxis,Weekdays,09:25,09:30,AYC,1.5,2024-01-02,52,Clementi Avenue 6 into AYE (City),1.3151108,103.7608575
Passenger Cars/Light Goods Vehicles/Taxis,Weekdays,09:25,09:30,AYC,1.5,2024-01-02,53,Clementi Avenue 2 into AYE (City),1.3088763,103.766437
Passenger Cars/Light Goods Vehicles/Taxis,Weekdays,09:25,09:30,AYC,1.5,2024-01-02,74,AYE to City Before Clementi Avenue 6,1.3162832,103.7587987
Passenger Cars/Light Goods Vehicles/Taxis,Weekdays,09:30,09:55,AYC,1.0,2024-01-02,52,Clementi Avenue 6 into AYE (City),1.3151108,103.7608575
Passenger Cars/Light Goods Vehicles/Taxis,Weekdays,09:30,09:55,AYC,1.0,2024-01-02,53,Clementi Avenue 2 into AYE (City),1.3088763,103.766437
Passenger Cars/Light Goods Vehicles/Taxis,Weekdays,09:30,09:55,AYC,1.0,2024-01-02,74,AYE to City Before Clementi Avenue 6,1.3162832,103.7587987
Passenger Cars/Light Goods Vehicles/Taxis,Weekdays,09:55,10:00,AYC,0.5,2024-01-02,52,Clementi Avenue 6 into AYE (City),1.3151108,103.7608575
Passenger Cars/Light Goods Vehicles/Taxis,Weekdays,09:55,10:00,AYC,0.5,2024-01-02,53,Clementi Avenue 2 into AYE (City),1.3088763,103.766437
Passenger Cars/Light Goods Vehicles/Taxis,Weekdays,09:55,10:00,AYC,0.5,2024-01-02,74,AYE to City Before Clementi Avenue 6,1.3162832,103.7587987
Passenger Cars/Light Goods Vehicles/Taxis,Weekdays,10:00,17:30,AYC,0.0,2024-01-02,52,Clementi Avenue 6 into AYE (City),1.3151108,103.7608575
Passenger Cars/Light Goods Vehicles/Taxis,Weekdays,10:00,17:30,AYC,0.0,2024-01-02,53,Clementi Avenue 2 into AYE (City),1.3088763,103.766437
Passenger Cars/Light Goods Vehicles/Taxis,Weekdays,10:00,17:30,AYC,0.0,2024-01-02,74,AYE to City Before Clementi Avenue 6,1.3162832,103.7587987
Passenger Cars/Light Goods Vehicles/Taxis,Weekdays,17:30,17:35,AYC,1.5,2024-01-02,52,Clementi Avenue 6 into AYE (City),1.3151108,103.7608575
Passenger Cars/Light Goods Vehicles/Taxis,Weekdays,17:30,17:35,AYC,1.5,2024-01-02,53,Clementi Avenue 2 into AYE (City),1.3088763,103.766437
Passenger Cars/Light Goods Vehicles/Taxis,Weekdays,17:30,17:35,AYC,1.5,2024-01-02,74,AYE to City Before Clementi Avenue 6,1.3162832,103.7587987
Passenger Cars/Light Goods Vehicles/Taxis,Weekdays,17:35,17:55,AYC,3.0,2024-01-02,52,Clementi Avenue 6 into AYE (City),1.3151108,103.7608575
Passenger Cars/Light Goods Vehicles/Taxis,Weekdays,17:35,17:55,AYC,3.0,2024-01-02,53,Clementi Avenue 2 into AYE (City),1.3088763,103.766437
Passenger Cars/Light Goods Vehicles/Taxis,Weekdays,17:35,17:55,AYC,3.0,2024-01-02,74,AYE to City Before Clementi Avenue 6,1.3162832,103.7587987
Passenger Cars/Light Goods Vehicles/Taxis,Weekdays,17:55,18:00,AYC,2.0,2024-01-02,52,Clementi Avenue 6 into AYE (City),1.3151108,103.7608575
Passenger Cars/Light Goods Vehicles/Taxis,Weekdays,17:55,18:00,AYC,2.0,2024-01-02,53,Clementi Avenue 2 into AYE (City),1.3088763,103.766437
Passenger Cars/Light Goods Vehicles/Taxis,Weekdays,17:55,18:00,AYC,2.0,2024-01-02,74,AYE to City Before Clementi Avenue 6,1.3162832,103.7587987
Passenger Cars/Light Goods Vehicles/Taxis,Weekdays,18:00,18:25,AYC,1.0,2024-01-02,52,Clementi Avenue 6 into AYE (City),1.3151108,103.7608575
Passenger Cars/Light Goods Vehicles/Taxis,Weekdays,18:00,18:25,AYC,1.0,2024-01-02,53,Clementi Avenue 2 into AYE (City),1.3088763,103.766437
Passenger Cars/Light Goods Vehicles/Taxis,Weekdays,18:00,18:25,AYC,1.0,2024-01-02,74,AYE to City Before Clementi Avenue 6,1.3162832,103.7587987
Passenger Cars/Light Goods Vehicles/Taxis,Weekdays,18:25,18:30,AYC,0.5,2024-01-02,52,Clementi Avenue 6 into AYE (City),1.3151108,103.7608575
Passenger Cars/Light Goods Vehicles/Taxis,Weekdays,18:25,18:30,AYC,0.5,2024-01-02,53,Clementi Avenue 2 into AYE (City),1.3088763,103.766437
Passenger Cars/Light Goods Vehicles/Taxis,Weekdays,18:25,18:30,AYC,0.5,2024-01-02,74,AYE to City Before Clementi Avenue 6,1.3162832,103.7587987
Passenger Cars/Light Goods Vehicles/Taxis,Weekdays,18:30,22:30,AYC,0.0,2024-01-02,52,Clementi Avenue 6 into AYE (City),1.3151108,103.7608575
Passenger Cars/Light Goods Vehicles/Taxis,Weekdays,18:30,22:30,AYC,0.0,2024-01-02,53,Clementi Avenue 2 into AYE (City),1.3088763,103.766437
Passenger Cars/Light Goods Vehicles/Taxis,Weekdays,18:30,22:30,AYC,0.0,2024-01-02,74,AYE to City Before Clementi Avenue 6,1.3162832,103.7587987
Light Goods Vehicles,Weekdays,07:00,07:30,AYC,0.0,2024-01-02,52,Clementi Avenue 6 into AYE (City),1.3151108,103.7608575
Light Goods Vehicles,Weekdays,07:00,07:30,AYC,0.0,2024-01-02,53,Clementi Avenue 2 into AYE (City),1.3088763,103.766437
Light Goods Vehicles,Weekdays,07:00,07:30,AYC,0.0,2024-01-02,74,AYE to City Before Clementi Avenue 6,1.3162832,103.7587987
Light Goods Vehicles,Weekdays,07:30,07:35,AYC,1.0,2024-01-02,52,Clementi Avenue 6 into AYE (City),1.3151108,103.7608575
Light Goods Vehicles,Weekdays,07:30,07:35,AYC,1.0,2024-01-02,53,Clementi Avenue 2 into AYE (City),1.3088763,103.766437
Light Goods Vehicles,Weekdays,07:30,07:35,AYC,1.0,2024-01-02,74,AYE to City Before Clementi Avenue 6,1.3162832,103.7587987
Light Goods Vehicles,Weekdays,07:35,08:30,AYC,2.0,2024-01-02,52,Clementi Avenue 6 into AYE (City),1.3151108,103.7608575
Light Goods Vehicles,Weekdays,07:35,08:30,AYC,2.0,2024-01-02,53,Clementi Avenue 2 into AYE (City),1.3088763,103.766437
Light Goods Vehicles,Weekdays,07:35,08:30,AYC,2.0,2024-01-02,74,AYE to City Before Clementi Avenue 6,1.3162832,103.7587987
Light Goods Vehicles,Weekdays,08:30,08:35,AYC,2.5,2024-01-02,52,Clementi Avenue 6 into AYE (City),1.3151108,103.7608575
Light Goods Vehicles,Weekdays,08:30,08:35,AYC,2.5,2024-01-02,53,Clementi Avenue 2 into AYE (City),1.3088763,103.766437
Light Goods Vehicles,Weekdays,08:30,08:35,AYC,2.5,2024-01-02,74,AYE to City Before Clementi Avenue 6,1.3162832,103.7587987
Light Goods Vehicles,Weekdays,08:35,08:55,AYC,3.0,2024-01-02,52,Clementi Avenue 6 into AYE (City),1.3151108,103.7608575
Light Goods Vehicles,Weekdays,08:35,08:55,AYC,3.0,2024-01-02,53,Clementi Avenue 2 into AYE (City),1.3088763,103.766437
Light Goods Vehicles,Weekdays,08:35,08:55,AYC,3.0,2024-01-02,74,AYE to City Before Clementi Avenue 6,1.3162832,103.7587987
Light Goods Vehicles,Weekdays,08:55,09:00,AYC,2.5,2024-01-02,52,Clementi Avenue 6 into AYE (City),1.3151108,103.7608575
Light Goods Vehicles,Weekdays,08:55,09:00,AYC,2.5,2024-01-02,53,Clementi Avenue 2 into AYE (City),1.3088763,103.766437
Light Goods Vehicles,Weekdays,08:55,09:00,AYC,2.5,2024-01-02,74,AYE to City Before Clementi Avenue 6,1.3162832,103.7587987
Light Goods Vehicles,Weekdays,09:00,09:25,AYC,2.0,2024-01-02,52,Clementi Avenue 6 into AYE (City),1.3151108,103.7608575
Light Goods Vehicles,Weekdays,09:00,09:25,AYC,2.0,2024-01-02,53,Clementi Avenue 2 into AYE (City),1.3088763,103.766437
Light Goods Vehicles,Weekdays,09:00,09:25,AYC,2.0,2024-01-02,74,AYE to City Before Clementi Avenue 6,1.3162832,103.7587987
Light Goods Vehicles,Weekdays,09:25,09:30,AYC,1.5,2024-01-02,52,Clementi Avenue 6 into AYE (City),1.3151108,103.7608575
Light Goods Vehicles,Weekdays,09:25,09:30,AYC,1.5,2024-01-02,53,Clementi Avenue 2 into AYE (City),1.3088763,103.766437
Light Goods Vehicles,Weekdays,09:25,09:30,AYC,1.5,2024-01-02,74,AYE to City Before Clementi Avenue 6,1.3162832,103.7587987
Light Goods Vehicles,Weekdays,09:30,09:55,AYC,1.0,2024-01-02,52,Clementi Avenue 6 into AYE (City),1.3151108,103.7608575
Light Goods Vehicles,Weekdays,09:30,09:55,AYC,1.0,2024-01-02,53,Clementi Avenue 2 into AYE (City),1.3088763,103.766437
Light Goods Vehicles,Weekdays,09:30,09:55,AYC,1.0,2024-01-02,74,AYE to City Before Clementi Avenue 6,1.3162832,103.7587987
Light Goods Vehicles,Weekdays,09:55,10:00,AYC,0.5,2024-01-02,52,Clementi Avenue 6 into AYE (City),1.3151108,103.7608575
Light Goods Vehicles,Weekdays,09:55,10:00,AYC,0.5,2024-01-02,53,Clementi Avenue 2 into AYE (City),1.3088763,103.766437
Light Goods Vehicles,Weekdays,09:55,10:00,AYC,0.5,2024-01-02,74,AYE to City Before Clementi Avenue 6,1.3162832,103.7587987
Light Goods Vehicles,Weekdays,10:00,17:30,AYC,0.0,2024-01-02,52,Clementi Avenue 6 into AYE (City),1.3151108,103.7608575
Light Goods Vehicles,Weekdays,10:00,17:30,AYC,0.0,2024-01-02,53,Clementi Avenue 2 into AYE (City),1.3088763,103.766437
Light Goods Vehicles,Weekdays,10:00,17:30,AYC,0.0,2024-01-02,74,AYE to City Before Clementi Avenue 6,1.3162832,103.7587987
Light Goods Vehicles,Weekdays,17:30,17:35,AYC,1.5,2024-01-02,52,Clementi Avenue 6 into AYE (City),1.3151108,103.7608575
Light Goods Vehicles,Weekdays,17:30,17:35,AYC,1.5,2024-01-02,53,Clementi Avenue 2 into AYE (City),1.3088763,103.766437
Light Goods Vehicles,Weekdays,17:30,17:35,AYC,1.5,2024-01-02,74,AYE to City Before Clementi Avenue 6,1.3162832,103.7587987
Light Goods Vehicles,Weekdays,17:35,17:55,AYC,3.0,2024-01-02,52,Clementi Avenue 6 into AYE (City),1.3151108,103.7608575
Light Goods Vehicles,Weekdays,17:35,17:55,AYC,3.0,2024-01-02,53,Clementi Avenue 2 into AYE (City),1.3088763,103.766437
Light Goods Vehicles,Weekdays,17:35,17:55,AYC,3.0,2024-01-02,74,AYE to City Before Clementi Avenue 6,1.3162832,103.7587987
Light Goods Vehicles,Weekdays,17:55,18:00,AYC,2.0,2024-01-02,52,Clementi Avenue 6 into AYE (City),1.3151108,103.7608575
Light Goods Vehicles,Weekdays,17:55,18:00,AYC,2.0,2024-01-02,53,Clementi Avenue 2 into AYE (City),1.3088763,103.766437
Light Goods Vehicles,Weekdays,17:55,18:00,AYC,2.0,2024-01-02,74,AYE to City Before Clementi Avenue 6,1.3162832,103.7587987
Light Goods Vehicles,Weekdays,18:00,18:25,AYC,1.0,2024-01-02,52,Clementi Avenue 6 into AYE (City),1.3151108,103.7608575
Light Goods Vehicles,Weekdays,18:00,18:25,AYC,1.0,2024-01-02,53,Clementi Avenue 2 into AYE (City),1.3088763,103.766437
Light Goods Vehicles,Weekdays,18:00,18:25,AYC,1.0,2024-01-02,74,AYE to City Before Clementi Avenue 6,1.3162832,103.7587987
Light Goods Vehicles,Weekdays,18:25,18:30,AYC,0.5,2024-01-02,52,Clementi Avenue 6 into AYE (City),1.3151108,103.7608575
Light Goods Vehicles,Weekdays,18:25,18:30,AYC,0.5,2024-01-02,53,Clementi Avenue 2 into AYE (City),1.3088763,103.766437
Light Goods Vehicles,Weekdays,18:25,18:30,AYC,0.5,2024-01-02,74,AYE to City Before Clementi Avenue 6,1.3162832,103.7587987
Light Goods Vehicles,Weekdays,18:30,22:30,AYC,0.0,2024-01-02,52,Clementi Avenue 6 into AYE (City),1.3151108,103.7608575
Light Goods Vehicles,Weekdays,18:30,22:30,AYC,0.0,2024-01-02,53,Clementi Avenue 2 into AYE (City),1.3088763,103.766437
Light Goods Vehicles,Weekdays,18:30,22:30,AYC,0.0,2024-01-02,74,AYE to City Before Clementi Avenue 6,1.3162832,103.7587987
Taxis,Weekdays,07:00,07:30,AYC,0.0,2024-01-02,52,Clementi Avenue 6 into AYE (City),1.3151108,103.7608575
Taxis,Weekdays,07:00,07:30,AYC,0.0,2024-01-02,53,Clementi Avenue 2 into AYE (City),1.3088763,103.766437
Taxis,Weekdays,07:00,07:30,AYC,0.0,2024-01-02,74,AYE to City Before Clementi Avenue 6,1.3162832,103.7587987
Taxis,Weekdays,07:30,07:35,AYC,1.0,2024-01-02,52,Clementi Avenue 6 into AYE (City),1.3151108,103.7608575
Taxis,Weekdays,07:30,07:35,AYC,1.0,2024-01-02,53,Clementi Avenue 2 into AYE (City),1.3088763,103.766437
Taxis,Weekdays,07:30,07:35,AYC,1.0,2024-01-02,74,AYE to City Before Clementi Avenue 6,1.3162832,103.7587987
Taxis,Weekdays,07:35,08:30,AYC,2.0,2024-01-02,52,Clementi Avenue 6 into AYE (City),1.3151108,103.7608575
Taxis,Weekdays,07:35,08:30,AYC,2.0,2024-01-02,53,Clementi Avenue 2 into AYE (City),1.3088763,103.766437
Taxis,Weekdays,07:35,08:30,AYC,2.0,2024-01-02,74,AYE to City Before Clementi Avenue 6,1.3162832,103.7587987
Taxis,Weekdays,08:30,08:35,AYC,2.5,2024-01-02,52,Clementi Avenue 6 into AYE (City),1.3151108,103.7608575
Taxis,Weekdays,08:30,08:35,AYC,2.5,2024-01-02,53,Clementi Avenue 2 into AYE (City),1.3088763,103.766437
Taxis,Weekdays,08:30,08:35,AYC,2.5,2024-01-02,74,AYE to City Before Clementi Avenue 6,1.3162832,103.7587987
Taxis,Weekdays,08:35,08:55,AYC,3.0,2024-01-02,52,Clementi Avenue 6 into AYE (City),1.3151108,103.7608575
Taxis,Weekdays,08:35,08:55,AYC,3.0,2024-01-02,53,Clementi Avenue 2 into AYE (City),1.3088763,103.766437
Taxis,Weekdays,08:35,08:55,AYC,3.0,2024-01-02,74,AYE to City Before Clementi Avenue 6,1.3162832,103.7587987
Taxis,Weekdays,08:55,09:00,AYC,2.5,2024-01-02,52,Clementi Avenue 6 into AYE (City),1.3151108,103.7608575
Taxis,Weekdays,08:55,09:00,AYC,2.5,2024-01-02,53,Clementi Avenue 2 into AYE (City),1.3088763,103.766437
Taxis,Weekdays,08:55,09:00,AYC,2.5,2024-01-02,74,AYE to City Before Clementi Avenue 6,1.3162832,103.7587987
Taxis,Weekdays,09:00,09:25,AYC,2.0,2024-01-02,52,Clementi Avenue 6 into AYE (City),1.3151108,103.7608575
Taxis,Weekdays,09:00,09:25,AYC,2.0,2024-01-02,53,Clementi Avenue 2 into AYE (City),1.3088763,103.766437
Taxis,Weekdays,09:00,09:25,AYC,2.0,2024-01-02,74,AYE to City Before Clementi Avenue 6,1.3162832,103.7587987
Taxis,Weekdays,09:25,09:30,AYC,1.5,2024-01-02,52,Clementi Avenue 6 into AYE (City),1.3151108,103.7608575
Taxis,Weekdays,09:25,09:30,AYC,1.5,2024-01-02,53,Clementi Avenue 2 into AYE (City),1.3088763,103.766437
Taxis,Weekdays,09:25,09:30,AYC,1.5,2024-01-02,74,AYE to City Before Clementi Avenue 6,1.3162832,103.7587987
Taxis,Weekdays,09:30,09:55,AYC,1.0,2024-01-02,52,Clementi Avenue 6 into AYE (City),1.3151108,103.7608575
Taxis,Weekdays,09:30,09:55,AYC,1.0,2024-01-02,53,Clementi Avenue 2 into AYE (City),1.3088763,103.766437
Taxis,Weekdays,09:30,09:55,AYC,1.0,2024-01-02,74,AYE to City Before Clementi Avenue 6,1.3162832,103.7587987
Taxis,Weekdays,09:55,10:00,AYC,0.5,2024-01-02,52,Clementi Avenue 6 into AYE (City),1.3151108,103.7608575
Taxis,Weekdays,09:55,10:00,AYC,0.5,2024-01-02,53,Clementi Avenue 2 into AYE (City),1.3088763,103.766437
Taxis,Weekdays,09:55,10:00,AYC,0.5,2024-01-02,74,AYE to City Before Clementi Avenue 6,1.3162832,103.7587987
Taxis,Weekdays,10:00,17:30,AYC,0.0,2024-01-02,52,Clementi Avenue 6 into AYE (City),1.3151108,103.7608575
Taxis,Weekdays,10:00,17:30,AYC,0.0,2024-01-02,53,Clementi Avenue 2 into AYE (City),1.3088763,103.766437
