Unnamed: 0,Type,Latitude,Longitude,Message,Size,Time,Detail
3,Roadwork,1.279136417015504,103.82011384916883,(20/3)11:07 Roadworks on AYE (towards MCE) before CTE Exit.,1,11:07, Roadworks on AYE (towards MCE) before CTE Exit.
